0.16469,0.17502,0.13012,0.10898,0.10006,0.0982,0.09572
0.17104,0.18383,0.13303,0.10923,0.0994,0.09646,0.0935
0.17849,0.19359,0.13646,0.10977,0.09891,0.09504,0.0916
0.18719,0.20438,0.14048,0.11059,0.09854,0.09395,0.08999
0.19737,0.21633,0.14515,0.11171,0.09827,0.09317,0.08863
0.20927,0.22957,0.15058,0.11317,0.09808,0.09266,0.0875
0.22324,0.2443,0.15687,0.11499,0.09796,0.09239,0.0866
0.23968,0.26075,0.16418,0.11723,0.09789,0.09233,0.08592
0.25912,0.27923,0.17268,0.11998,0.09789,0.09244,0.08546
0.28225,0.30019,0.18263,0.12334,0.09799,0.09271,0.08525
0.31001,0.3242,0.19437,0.12751,0.09828,0.09313,0.08532
0.34368,0.35209,0.20842,0.13278,0.09893,0.09376,0.08574
0.38514,0.38497,0.22561,0.13962,0.10023,0.09475,0.08665
0.43716,0.42438,0.24734,0.14879,0.10275,0.09644,0.08829
0.50384,0.47234,0.2761,0.16163,0.10757,0.09953,0.09108
0.59057,0.53129,0.31636,0.18053,0.11666,0.10533,0.09585
0.70179,0.60358,0.37606,0.20984,0.13372,0.11643,0.10421
0.83182,0.68978,0.46764,0.25762,0.16549,0.13768,0.11928
0.94811,0.78552,0.60308,0.3376,0.22278,0.17749,0.147
0.99835,0.87825,0.76881,0.46506,0.31652,0.24653,0.19708
0.97008,0.94983,0.89652,0.62381,0.43741,0.34472,0.27702
0.90636,0.98817,0.9245,0.72163,0.53364,0.43617,0.36751
0.84767,0.99673,0.87934,0.69789,0.55788,0.47125,0.41571
0.80805,0.98942,0.81616,0.61841,0.52601,0.45106,0.4054
0.78726,0.97931,0.76208,0.54592,0.47613,0.40896,0.36891
0.78168,0.9735,0.72293,0.4951,0.42875,0.36646,0.33111
0.78796,0.97394,0.69748,0.46229,0.38946,0.33023,0.29923
0.80362,0.97951,0.6835,0.44143,0.35813,0.3007,0.27329
0.82667,0.98758,0.67927,0.42756,0.33331,0.27671,0.25182
0.85499,0.99473,0.68379,0.41718,0.31358,0.25703,0.23347
0.88567,0.99719,0.69668,0.40832,0.29784,0.24068,0.21738
0.91439,0.99124,0.71788,0.40057,0.28535,0.22695,0.20304
0.93502,0.97375,0.74749,0.39488,0.27561,0.21539,0.19027
0.94025,0.9428,0.7853,0.39294,0.26834,0.20571,0.179
0.92345,0.89826,0.83033,0.39657,0.26345,0.19774,0.1693
0.88162,0.84198,0.88008,0.40731,0.26094,0.19143,0.16123
0.81748,0.77744,0.9297,0.42625,0.26097,0.18678,0.15485
0.73877,0.70903,0.97164,0.45423,0.26379,0.18384,0.15019
0.65507,0.641,0.99659,0.4919,0.26976,0.18274,0.14725
0.57444,0.57675,0.99621,0.5397,0.27934,0.18363,0.14601
0.50178,0.51841,0.96687,0.59768,0.29312,0.18667,0.14642
0.43908,0.46691,0.91163,0.66512,0.31177,0.19208,0.14844
0.38631,0.42224,0.83883,0.73984,0.33609,0.2001,0.15205
0.34248,0.38384,0.75836,0.81751,0.36694,0.211,0.1572
0.3062,0.35086,0.67839,0.8912,0.40521,0.22506,0.1639
0.27612,0.32245,0.60405,0.95182,0.45171,0.2426,0.17218
0.25104,0.29782,0.53774,0.99007,0.50697,0.26397,0.18208
0.22995,0.27631,0.47999,0.99939,0.57099,0.28953,0.19369
0.21206,0.25738,0.43031,0.97853,0.64281,0.31968,0.20713
0.19672,0.24059,0.38778,0.93188,0.72009,0.35483,0.22257
0.18345,0.22563,0.35136,0.86748,0.79874,0.39534,0.24021
0.17186,0.21221,0.32007,0.79403,0.87281,0.44155,0.26031
0.16164,0.20013,0.29306,0.71872,0.93517,0.49367,0.28316
0.15255,0.1892,0.26962,0.64645,0.97884,0.55164,0.30912
0.14442,0.17929,0.24913,0.57993,0.99873,0.61501,0.3386
0.13709,0.17026,0.23113,0.52027,0.99315,0.68273,0.37204
0.13044,0.16202,0.21521,0.46762,0.96409,0.75282,0.40989
0.12439,0.15446,0.20105,0.42155,0.9164,0.8222,0.45261
0.11885,0.14753,0.1884,0.38141,0.85618,0.88656,0.50056
0.11376,0.14114,0.17705,0.34647,0.78938,0.94058,0.55391
0.10907,0.13524,0.16681,0.31602,0.72086,0.97864,0.6125
0.10473,0.12979,0.15755,0.28943,0.65407,0.99601,0.67562
0.10072,0.12472,0.14914,0.26613,0.59121,0.99013,0.74174
0.097,0.12002,0.14149,0.24564,0.53343,0.96149,0.80831
0.09355,0.11564,0.1345,0.22756,0.48119,0.9136,0.87157
0.09034,0.11155,0.12812,0.21153,0.43449,0.85195,0.9268
0.08735,0.10772,0.12227,0.19727,0.39305,0.78266,0.96879
0.08456,0.10414,0.11691,0.18455,0.35648,0.71122,0.99295
0.08197,0.10078,0.11198,0.17315,0.32432,0.64179,0.99638
0.07954,0.09763,0.10745,0.1629,0.29609,0.57708,0.97877
0.07728,0.09467,0.10328,0.15367,0.27135,0.51849,0.94246
0.07517,0.09188,0.09944,0.14532,0.24969,0.46654,0.89176
0.0732,0.08925,0.0959,0.13776,0.23074,0.42109,0.8318
0.07136,0.08677,0.09264,0.13089,0.21415,0.3817,0.76747
0.06964,0.08444,0.08963,0.12464,0.19964,0.34772,0.70276
0.06803,0.08223,0.08685,0.11895,0.18694,0.31848,0.64048
0.06652,0.08015,0.08428,0.11375,0.17581,0.29334,0.58239
0.06511,0.07818,0.08191,0.10901,0.16607,0.27168,0.52937
0.06378,0.07632,0.07971,0.10467,0.15751,0.25296,0.48169
0.06254,0.07456,0.07768,0.10069,0.15,0.23673,0.43925
0.06137,0.07289,0.0758,0.09705,0.14338,0.22259,0.40173
0.06028,0.07132,0.07406,0.09372,0.13755,0.21018,0.3687
0.05924,0.06983,0.07244,0.09067,0.13238,0.19925,0.3397
0.05827,0.06842,0.07093,0.08788,0.12778,0.18954,0.31425
0.05735,0.06709,0.06953,0.08533,0.12368,0.18085,0.29195
0.05648,0.06583,0.06822,0.08299,0.11999,0.17303,0.2724
0.05566,0.06464,0.067,0.08086,0.11664,0.16595,0.25525
0.05488,0.06351,0.06586,0.07891,0.11359,0.15948,0.24021
0.05413,0.06245,0.06478,0.07714,0.11077,0.15354,0.22702
0.05342,0.06145,0.06377,0.07553,0.10814,0.14806,0.21544
0.05275,0.0605,0.06282,0.07407,0.10567,0.14297,0.20528
0.0521,0.0596,0.06191,0.07275,0.10331,0.13824,0.19638
0.05148,0.05876,0.06105,0.07156,0.10102,0.13383,0.18858
0.05089,0.05796,0.06022,0.07049,0.0988,0.12971,0.18176
0.05031,0.05721,0.05943,0.06953,0.0966,0.12587,0.17581
0.04976,0.0565,0.05867,0.06869,0.0944,0.1223,0.17064
0.04922,0.05583,0.05794,0.06794,0.0922,0.11898,0.16616
0.0487,0.0552,0.05723,0.06728,0.08996,0.11591,0.16231
0.04819,0.05461,0.05653,0.06672,0.08768,0.11311,0.15901
0.0477,0.05406,0.05585,0.06623,0.08534,0.11057,0.15622
