0.245797,0.34308544,0.18171738,0.34950162
0.20408,0.33538432,0.13752715,0.35348001
0.161002,0.26005184,0.18684211,0.32581692
0.120264,0.1997472,0.16220043,0.18929859
0.084675,0.158816,0.15280575,0.14442753
0.057209,0.1428704,0.20371888,0.15641964
0.03996,0.12905664,0.13640456,0.24407253
0.031121,0.11508608,0.079079,0.19304844
0.027801,0.0983904,0.16542758,0.31091229
0.02691,0.08251328,0.2072881,0.32768853
0.026359,0.06888512,0.14952093,0.17343924
0.026174,0.06218624,0.25468731,0.12382032
0.026628,0.05420864,0.12683529,0.12900927
0.028002,0.04963968,0.10469396,0.25124541
0.03024,0.05228352,0.07045931,0.15846363
0.032738,0.18710976,0.08369576,0.20261358
0.034806,0.39388096,0.20300551,0.12489555
0.035708,0.12819904,0.11591117,0.11312262
0.0351,0.06766272,0.20985165,0.10264176
0.03351,0.04600192,0.09875474,0.10015629
0.031616,0.03059008,0.07597904,0.10148229
0.03014,0.02444096,0.08958442,0.1048437
0.02985,0.02520256,0.26753034,0.11042304
0.031514,0.02537536,0.24750147,0.11668098
0.035935,0.02904576,0.14715172,0.12519117
0.043972,0.0340192,0.06787364,0.13496496
0.056509,0.04269888,0.07418811,0.15019134
0.073271,0.06181696,0.07600827,0.17738916
0.092324,0.09907392,0.12064327,0.20232069
0.111485,0.19711104,0.07266657,0.20540247
0.128412,0.36513664,0.07025628,0.18996861
0.140701,0.47108544,0.07587081,0.18697146
0.147269,0.48715776,0.09382198,0.20745543
0.148094,0.36435968,0.14701505,0.21936837
0.143192,0.2779872,0.22538463,0.23102703
0.132584,0.242528,0.13489882,0.21512322
0.116359,0.28480256,0.18838182,0.19800534
0.095634,0.26226368,0.16320926,0.19145022
0.072521,0.25192064,0.13999037,0.19190847
0.049318,0.24555712,0.1185,0.20629674
0.028489,0.24001408,0.1027,0.2134587
0.012663,0.2341984,0.09875,0.20287488
0.003516,0.21865216,0.0948,0.20826468
0.000072,0.1984,0.079,0.21719256
0.000865,0.1792,0.0711,0.22690122
0.004317,0.1536,0.0632,0.23794173
0.008734,0.128,0.05925,0.24864372
0.012332,0.1024,0.0553,0.25587705
0.014207,0.0832,0.0474,0.26009802
0.014554,0.0704,0.0395,0.25144314
0.013651,0.0576,0.0395,0.24587979
0.0118,0.0448,0.0395,0.24675339
0.009322,0.0384,0.0316,0.26044512
0.006564,0.032,0.0237,0.26090415
0.003898,0.0256,0.0158,0.23393682
0.001723,0.0192,0.0079,0.2516982
0.000462,0.0128,0.0079,0.2253342
0.000572,0.0064,0.0079,0.22641021
0.002537,0.0064,0.0079,0.2192424
0.006872,0.0064,0.0079,0.19039722
0.014129,0.0032,0.0079,0.17934969
0.024891,0.00064,0.0079,0.17482101
